id,eventId,category,contactName,contactEmail,contactPhone,status,quoteAmount,quoteDetails,recommended,contactedAt,respondedAt,notes,createdAt,updatedAt
vo-luxe-8607E92B,evt-004,yacht,"Luxe Cruises",hello@luxecruises.com,510-263-9790,quote_received,,,0,"2026-02-23 12:40:35","2026-02-23 12:06:00","2394 Mariner Square Dr, Alameda. Private luxury yacht charters for SF Bay events","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-yci-E720CB16,evt-004,yacht,"Yacht Connections (YCI)",info@ycicharters.com,415-876-8158,researching,,,0,"2026-02-23 12:40:35",,"24 Willie Mays Plaza, South Beach Harbor SF. 45 years in business, luxury yacht charters","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-empress-51438A87,evt-004,yacht,"Empress Events",FORM_ONLY,415-332-3291,researching,,,0,"2026-02-23 12:40:35",,"1402 Marina Bay S, Richmond. Contact via empressevents.com/get-a-quote form","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-sfbay-07E83DA6,evt-004,yacht,"SF Bay Adventures",info@sfbayadventures.com,415-331-0444,researching,,,0,"2026-02-23 12:40:35",,"Operating since 1988. Fleet: sailboats + motor yachts, capacity 2-149 guests. Pier 39 SF + Sausalito","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-dinnerdet-B6D8FD3E,evt-004,entertainment,"The Dinner Detective",pending,,researching,,,1,"2026-02-23 12:40:35",,"Professional murder mystery 30-400 capacity. thedinnerdetective.com/san-francisco | 🔍 RESEARCH NEEDED: Email = pending","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-theyimprov-94CFAE0E,evt-004,entertainment,"They Improv",pending,,researching,,,0,"2026-02-23 12:40:35",,"Murder mystery on any vessel. theyimprov.com/san-francisco-dinner-cruises.htm | 🔍 RESEARCH NEEDED: Email = pending","2026-02-23 12:40:35","2026-02-23 12:40:35"
vo-dancingcowboy-242E10A2,evt-001,instructor,"Adam the Dancing Cowboy",info@dancingcowboy.com,408-890-7940,researching,,,1,"2026-02-23 12:55:43",,"Country DJ + Line Dance Instructor. San Jose/SF. Event specialist. dancingcowboy.com | 🔍 RESEARCH NEEDED: Email = pending","2026-02-23 12:55:43","2026-02-23 12:55:43"
vo-linedancelisa-CD40C082,evt-001,instructor,"Line Dancing Lisa",FORM_ONLY,,researching,,,0,"2026-02-23 12:55:43",,"Contact form at linedancinglisa.com/contact","2026-02-23 12:55:43","2026-02-23 12:55:43"
vo-sundance-ACF1EC6B,evt-001,instructor,"Sundance Saloon (Randy & Sheila)",info@sundancesaloon.org,415-820-1403,researching,,,0,"2026-02-23 12:55:43",,"Venue with instructors Randy & Sheila. 550 Barneveld Ave, SF","2026-02-23 12:55:43","2026-02-23 12:55:43"
vo-boneyard-2904FF40,evt-001,catering,"The Boneyard Truck",sales@theboneyardtruck.com,650-399-3300,researching,,,1,"2026-02-23 13:10:53",,"BBQ food truck + buffet spreads. Perfect Western theme. theboneyardtruck.com | 🔍 RESEARCH NEEDED: Email = pending","2026-02-23 13:10:53","2026-02-23 13:10:53"
vo-offthegrid-4CE7745E,evt-001,catering,"Off the Grid",grub@offthegrid.com,,researching,,,0,"2026-02-23 13:10:53",,"Food truck coordination. Can provide multiple trucks. offthegrid.com | 🔍 RESEARCH NEEDED: Email = pending","2026-02-23 13:10:53","2026-02-23 13:10:53"
vo-beyondborders-C7B08C59,evt-001,catering,"Beyond the Borders SF",NOT_FOUND,,researching,,,0,"2026-02-23 13:10:53",,"No active web presence found. May be defunct (last mention 2014)","2026-02-23 13:10:53","2026-02-23 13:10:53"
vo-smokindbbq-B0CBB6EC,evt-001,catering,"Smokin D's BBQ SF",INSTAGRAM_DM,415-349-3491,researching,,,0,"2026-02-23 13:10:53",,"DM @smokindsbbqsf for catering info","2026-02-23 13:10:53","2026-02-23 13:10:53"
vendor-barrel-room,evt-002,venue,"The Barrel Room",manuel@barrelroomsf.com,,quote_received,,,0,"2026-02-20 00:00:00","2026-02-23 00:00:00","Confirmed venue for EVT-002. Manuel responded 2026-02-23 09:09 AM.","2026-02-23 18:27:40","2026-02-23 18:27:40"
vendor-chapel-nostalgia,evt-nostalgia-2414,venue,"The Chapel",thechapelsf--patricia-gums-@discussions.tripleseat.com,,quote_received,,,0,"2026-02-22 00:00:00","2026-02-23 00:00:00","Patricia Gums responded 2026-02-23 10:02 AM re: March 7, 2026 event.","2026-02-23 18:27:40","2026-02-23 18:27:40"
vendor-sfeventphoto,evt-001,photography,"SF Event Photo",bookings@sfeventphoto.com,,quote_received,,,0,"2026-02-22 00:00:00","2026-02-23 00:00:00","Response received 2026-02-23 08:01 AM - follow up from Zed.","2026-02-23 18:27:40","2026-02-23 18:27:40"
VO-3b0f1468,EVT-a5ad16db,Venue,"Newhall Nest Rooftop",newhallnest@swiftrp.com,"(415) 395-9701",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:50 PM PST - Website: newhallnest.com, Address: 260 California St Ste 1100 SF 94111, Private rooftop venue with city/bay views, Weddings + corporate events, Elegant event space in Financial District","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-1126bb6c,EVT-a5ad16db,Venue,"Shelby's Rooftop",,"(650) 302-5079",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:51 PM PST - DUPLICATE: Same venue as vo-32525 (already researched), Website: shelbysrooftopsf.com, Address: 250 4th St SF 94103 (12th floor Canopy Hotel), NO PUBLIC EMAIL (contact form only) | Contact via shelbysrooftopsf.com/private-events request form, phone (650) 302-5079","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-6446c01c,EVT-a5ad16db,Venue,Grayson,events@25lusk.com,"(415) 495-5875",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:52 PM PST - Rooftop at 25 Lusk restaurant, Website: 25lusk.com, Address: 25 Lusk St SF, South Beach neighborhood, Capacity: 10-550 guests, Full bar with specialty cocktails, rooftop with city views","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-bc86b3ac,EVT-be0b2d9a,Venue,"The Speakeasy - Palace Theater",events@thespeakeasysf.com,"(415) 226-9680",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:53 PM PST - The Speakeasy at The Palace Theater, Website: thespeakeasysf.com, Address: 644 Broadway Unit 410 SF 94133, 1920s prohibition-themed immersive theater venue, Available for private rentals, Box office: boxoffice@thespeakeasysf.com","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-85faf4d7,EVT-be0b2d9a,Venue,"Bourbon & Branch - Private Rooms",info@bourbonandbranch.com,"(415) 346-1735",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:54 PM PST - Bourbon & Branch speakeasy, Website: bourbonandbranch.com, Address: 501 Jones St SF 94102, Historic 1920s speakeasy (operated 1921-1933), Multiple private rooms: Library, Russells Room, Ipswitch, Wilson, Events form: Google Form linked on events page, General inquiries: host@bourbonandbranch.com","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-abe1d758,EVT-be0b2d9a,Venue,"Marianne's at The Cavalier",events@thecavaliersf.com,"(415) 321-6000",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:57 PM PST - Marianne's at The Cavalier, Website: thecavaliersf.com, Address: 360 Jessie St SF 94103, Modern British restaurant with speakeasy-themed private room, Available Mon-Sun for events, General: information@thecavaliersf.com","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-e64c5c12,EVT-927ea44b,Venue,"The Empress - Empress Events",sales@empressevents.com,"(415) 332-3291",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 12:58 PM PST - The Empress luxury yacht charter, Website: empressevents.com, Marina: 1402 Marina Bay S Richmond CA (operates SF Bay), Private yacht for corporate events, weddings, parties, memorials","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-01b301ef,EVT-927ea44b,Venue,"Marquis Charters",info@marquischarters.com,"(510) 868-2806",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 1:00 PM PST - Marquis Charters luxury yacht fleet, Website: marquischarters.com, Address: 1311 Park St Suite 1010 Alameda CA 94501, 4 yachts: 70ft Marquis (2-6 ppl), 92ft Westport Superyacht (up to 12), 65ft Stephens (13-45), 96ft Ted Geary (up to 100)","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-5f466fa6,EVT-927ea44b,Venue,"Atlantis Yacht Charters",info@yachtcharter.com,"(415) 332-0800",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 1:01 PM PST - Atlantis Yacht Charters, Website: yachtcharter.com, Address: 85 Liberty Ship Way Sausalito CA 94965, Bay Area and international yacht charters, Contact: Joanna, Hours: Mon-Sat 9am-8pm, Sun 9am-5pm","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-10df0dff,EVT-2e378474,Venue,Michelle,michelle@111minnagallery.com,"(415) 974-1719",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 1:02 PM PST - 111 Minna Gallery contemporary art space, Website: 111minnagallery.com, Address: 111 Minna St SF 94105 (blocks from Moscone Center), Art gallery + event space, Winner: Best Art Gallery SF Weekly 2018-2019, 21+, Hours: Tue-Thu 8am-9pm","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-617bb99d,EVT-2e378474,Venue,"Root Division",venue@rootdivision.org,"(415) 863-7668",researching,,,1,"2026-02-24 18:05:55",,"Research completed Mar 6 2026 1:04 PM PST - Root Division visual arts nonprofit, Website: rootdivision.org, Address: 1131 Mission St SF 94103, Art gallery + event space rental, Education programs + exhibitions + studios, Founded 2002, General: education@rootdivision.org","2026-02-24 18:05:55","2026-02-24 18:05:55"
VO-6729df22,EVT-2e378474,Venue,"Odyssey Art Collective",PEERSPACE,,researching,,,1,"2026-02-24 18:05:55",,"377 Geary St, Union Square SF. Listed on Peerspace - book through platform","2026-02-24 18:05:55","2026-02-24 18:05:55"
vo-sfeventphoto-nostalgia-4E930CC9CA4C70A3,evt-nostalgia-2414,photography,Scott,bookings@sfeventphoto.com,,quote_received,,,1,"2026-02-25 23:26:37",,,"2026-02-25 23:26:37","2026-02-25 23:26:37"
vo-liquiddeath-nostalgia-27E6F324A96F9C82,evt-nostalgia-2414,partner,"Christina Kowalsky",christina@liquiddeath.com,,contacted,,,1,"2026-02-25 23:29:22",,"Director, Sponsorship Marketing at Liquid Death. Partnership inquiry sent 2026-02-25. Pitched as official water partner for 80s/90s Nostalgia Night. Thread ID: 19c972242f00800a","2026-02-25 23:29:22","2026-02-25 23:29:22"
vendor-frontier-tower-feb26,evt-001,venue,"Jakob Drzazga (Frontier Tower)",jakob@frontiertower.io,,response_received,,,0,"2026-02-26 12:15:57","2026-03-06 04:14:00","Katia Yakovleva (Frontier Tower) responded 4:14 AM Mar 6 to my March 29 date confirmation sent 4:02 AM. Response came 12 minutes after my reply correcting 9-day delay. URGENT: Read response and follow up in morning business hours. Message ID: 19cc312acbd15dfb","2026-02-26 12:15:57","2026-03-06 12:28:18"
VO-sene-teranga,EVT-senegalese-feb27,catering,"Teranga (Chef Nafy Flatley)",info@teranga-sf.com,,researching,,,1,"2026-02-27 18:06:37",,"Senegalese fine dining chef at Embarcadero Center. Authentic, locally-sourced. Est $45-60/pp. https://www.yelp.com/biz/teranga-san-francisco-3","2026-02-27 18:06:37","2026-02-27 18:06:37"
